House Id,Lot Area,Overall Quality,Overall Condition,Year Built,Basement Area,Ground Floor Area,Second Floor Area,Living Area,Bathrooms,Bedrooms,Fireplaces,Garage Area,Deck Area,Sale Price
1182,5587,8,5,2008,1600,1652,0,1652,4,2,1,482,162,392500
1183,15623,10,5,1996,2396,2411,2065,4476,5,4,2,813,171,745000
1184,10800,5,6,1920,1120,1130,0,1130,2,2,1,720,229,120000
1185,35133,5,4,1963,1572,1572,0,1572,3,3,2,995,0,186700
1186,9738,5,7,1924,784,949,272,1221,2,4,0,392,0,104900
1187,10615,3,5,1900,978,1014,685,1699,3,3,0,420,0,95000
1188,12461,8,5,1994,1624,1624,0,1624,3,2,1,757,0,262000
1189,8935,7,5,2002,831,831,829,1660,3,3,0,493,144,195000
1190,7500,7,5,1999,994,1028,776,1804,3,3,1,442,140,189000
1191,32463,4,4,1961,1249,1622,0,1622,2,3,1,1356,439,168000
1192,2645,8,5,1999,776,764,677,1441,3,2,0,492,206,174000
1193,9600,5,8,1925,702,842,630,1472,1,3,0,250,0,125000
1194,4500,6,5,1999,1224,1224,0,1224,3,2,0,402,0,165000
1195,9364,6,7,1969,663,663,689,1352,2,4,0,299,379,158000
1196,8029,6,5,2005,728,728,728,1456,3,3,0,400,100,176000
1197,14054,7,5,2006,879,879,984,1863,3,4,1,660,100,219210
1198,8850,7,6,1916,815,815,875,1690,1,3,1,225,0,144000
1199,9100,7,5,2001,1212,1212,0,1212,2,3,0,573,356,178000
1200,11235,4,5,1963,1051,1382,0,1382,2,3,1,459,0,148000
1201,9353,4,5,1970,864,864,0,864,1,3,0,280,0,116050
1202,10400,7,5,1998,866,866,913,1779,3,3,0,546,198,197900
1203,6000,5,8,1925,884,884,464,1348,2,3,1,216,0,117000
1204,9750,7,5,2000,1630,1630,0,1630,2,3,1,451,74,213000
1205,10140,5,6,1975,1056,1074,0,1074,3,3,0,495,0,153500
1206,14684,7,7,1990,2158,2196,0,2196,2,3,1,701,84,271900
1207,8900,4,4,1966,1056,1056,0,1056,2,2,0,384,0,107000
1208,9135,6,5,2003,1682,1700,0,1700,3,3,0,544,192,200000
1209,7763,5,7,1962,931,1283,0,1283,2,3,0,506,0,140000
1210,10182,8,5,2006,1660,1660,0,1660,3,3,1,500,322,290000
1211,11218,6,5,1992,1055,1055,790,1845,3,3,1,462,635,189000
1212,12134,8,7,1988,559,1080,672,1752,2,4,0,492,325,164000
1213,9340,4,6,1941,672,672,0,672,2,2,0,234,0,113000
1214,10246,4,9,1965,648,960,0,960,2,0,0,364,88,145000
1215,10205,5,5,1962,925,999,0,999,2,3,0,300,150,134500
1216,7094,5,5,1966,894,894,0,894,1,3,0,384,0,125000
1217,8930,6,5,1978,0,1318,584,1902,2,4,0,539,0,112000
1218,8640,8,5,2009,1300,1314,0,1314,3,3,0,552,135,229456
1219,6240,4,5,1947,0,672,240,912,1,2,0,0,0,80500
1220,1680,6,5,1971,672,672,546,1218,2,3,0,0,201,91500
1221,7800,5,5,1964,912,912,0,912,1,2,0,288,0,115000
1222,8250,5,5,1968,952,1211,0,1211,1,3,1,322,0,134000
1223,10496,6,6,1949,1040,1168,678,1846,2,3,1,315,0,143000
1224,10680,5,3,1951,2136,2136,0,2136,2,4,0,528,0,137900
1225,15384,7,5,2004,788,788,702,1490,4,3,1,388,100,184000
1226,10482,6,8,1958,588,1138,0,1138,2,3,0,264,224,145000
1227,14598,6,5,2007,894,894,1039,1933,3,4,1,668,100,214000
1228,8872,5,8,1965,912,912,0,912,2,2,0,576,0,147000
1229,8769,9,5,2008,1702,1702,0,1702,3,1,1,1052,0,367294
1230,7910,5,5,1960,1075,1507,0,1507,2,4,0,404,0,127000
1231,18890,5,5,1977,1361,1361,1259,2620,4,4,1,600,155,190000
1232,7728,5,6,1962,1106,1190,0,1190,2,3,0,540,0,132500
1233,9842,4,5,1962,0,1224,0,1224,2,2,0,462,0,101800
1234,12160,5,5,1959,1188,1188,0,1188,2,3,0,531,0,142000
1235,8525,5,6,1911,940,1024,940,1964,2,4,0,0,0,130000
1236,13132,5,5,1914,747,892,892,1784,2,4,0,180,203,138887
1237,2628,7,5,2003,764,764,862,1626,3,2,0,474,0,175500
1238,12393,7,5,2004,847,847,1101,1948,3,4,1,434,100,195000
1239,13072,6,5,2005,1141,1141,0,1141,2,3,0,484,0,142500
1240,9037,8,5,2006,1476,1484,0,1484,2,2,1,472,120,265900
1241,8158,7,5,2003,884,884,884,1768,4,3,0,543,0,224900
1242,9849,7,6,2007,1689,1689,0,1689,2,3,0,954,0,248328
1243,10625,7,6,1974,1053,1173,0,1173,3,3,2,528,0,170000
1244,13891,10,5,2006,2076,2076,0,2076,4,2,1,850,216,465000
1245,11435,8,7,1929,792,792,725,1517,1,3,2,400,0,230000
1246,12090,6,7,1984,585,1140,728,1868,4,3,1,477,268,178000
1247,8125,7,5,2005,756,756,797,1553,3,3,0,615,0,186500
1248,12328,6,5,1976,1012,1034,0,1034,2,3,0,888,0,169900
1249,9600,6,5,1917,735,1134,924,2058,2,3,1,396,0,129500
1250,7200,5,7,1950,876,988,0,988,1,3,0,276,0,119000
1251,11160,7,5,1968,2110,2110,0,2110,4,3,2,522,0,244000
1252,3136,7,5,2003,1405,1405,0,1405,2,2,1,478,148,171750
1253,9858,5,6,1968,864,874,0,874,2,3,0,288,33,130000
1254,17542,7,7,1974,1192,1516,651,2167,4,3,2,518,220,294000
1255,6931,7,5,2003,746,760,896,1656,3,3,1,397,178,165400
1256,6240,6,6,1931,884,959,408,1367,1,3,1,560,0,127500
1257,14303,8,5,1994,1986,1987,0,1987,3,2,1,691,262,301500
1258,4060,5,8,1922,864,864,0,864,1,2,0,0,0,99900
1259,9587,7,5,2005,856,1166,0,1166,3,2,0,400,212,190000
1260,9750,6,8,1969,1054,1054,0,1054,3,3,0,460,180,151000
1261,24682,6,5,1999,841,892,783,1675,3,3,1,502,0,181000
1262,9600,5,6,1956,1050,1050,0,1050,1,2,0,338,0,128900
1263,11250,4,5,1957,1104,1104,684,1788,2,5,2,304,120,161500
1264,13515,6,6,1919,764,1060,764,1824,1,3,1,520,0,180500
1265,4060,6,5,1998,1405,1337,0,1337,3,2,0,511,144,181000
1266,3735,7,5,1999,691,713,739,1452,4,3,0,506,0,183900
1267,10120,7,4,1910,925,964,925,1889,2,4,1,308,0,122000
1268,13214,9,5,2008,2002,2018,0,2018,2,3,1,746,144,378500
1269,14100,8,9,1935,728,1968,1479,3447,4,4,2,1014,314,381000
1270,11344,5,5,1958,874,874,650,1524,2,3,0,315,0,144000
1271,23595,7,6,1979,1332,1332,192,1524,3,0,1,586,268,260000
1272,9156,6,7,1968,1489,1489,0,1489,2,3,1,462,0,185750
1273,13526,5,6,1965,935,935,0,935,2,3,0,288,180,137000
1274,11512,6,7,1959,1019,1357,0,1357,2,2,1,312,0,177000
1275,5362,5,6,1910,661,661,589,1250,2,3,1,552,242,139000
1276,11345,5,5,1948,928,928,992,1920,2,4,0,400,0,137000
1277,12936,6,6,1972,723,735,660,1395,3,3,1,497,294,162000
1278,17871,6,5,1967,1680,1724,0,1724,3,3,1,480,0,197900
1279,9473,8,5,2002,1128,1128,903,2031,4,3,1,577,0,237000
1280,7500,4,4,1920,698,698,430,1128,1,2,0,528,30,68400
1281,9808,7,5,2002,1573,1573,0,1573,3,3,0,544,0,227000
1282,8049,7,5,1990,1309,1339,0,1339,3,2,1,484,0,180000
1283,8800,5,7,1977,1040,1040,0,1040,2,3,0,484,0,150500
1284,9400,6,5,1971,912,912,912,1824,4,4,0,0,128,139000
1285,9638,6,7,1919,804,1699,748,2447,2,4,1,336,272,169000
1286,6000,6,6,1939,780,825,587,1412,1,4,1,280,45,132500
1287,9790,6,5,1963,1328,1328,0,1328,3,3,2,528,0,143000
1288,36500,5,5,1964,1624,1582,0,1582,3,4,0,390,168,190000
1289,5664,8,5,2000,1501,1659,0,1659,3,2,1,499,212,278000
1290,11065,8,5,2006,1085,1120,850,1970,3,3,1,753,177,281000
1291,14112,5,7,1964,1152,1152,0,1152,2,3,1,484,227,180500
1292,1680,5,7,1972,630,630,672,1302,3,3,0,264,185,119500
1293,6600,5,4,1892,994,1378,994,2372,2,4,0,432,0,107500
1294,10140,7,5,1976,832,832,832,1664,3,4,1,528,0,162900
1295,8172,5,7,1955,864,864,0,864,2,2,0,572,0,115000
1296,8400,5,5,1968,1052,1052,0,1052,3,3,0,288,356,138500
1297,8700,5,6,1963,1120,1128,0,1128,3,3,0,525,192,155000
1298,3675,6,5,2005,547,1072,0,1072,3,2,0,525,0,140000
1299,63887,10,5,2008,6110,4692,950,5642,5,3,3,1418,214,160000
1300,7500,5,7,1959,1246,1246,0,1246,3,3,0,305,218,154000
1301,10762,7,5,1999,978,1005,978,1983,3,3,1,490,0,225000
1302,7500,6,7,1942,771,753,741,1494,1,3,2,213,0,177500
1303,10120,8,5,1994,1165,1203,1323,2526,4,4,1,844,309,290000
1304,8688,7,5,2005,1616,1616,0,1616,2,3,0,834,208,232000
1305,3363,7,5,2004,976,976,732,1708,2,3,0,380,0,130000
1306,13173,9,5,2006,1652,1652,0,1652,3,2,2,840,404,325000
1307,6955,7,5,2005,1368,1368,0,1368,2,2,1,474,132,202500
1308,8072,5,5,1994,990,990,0,990,2,3,0,480,0,138000
1309,12000,5,7,1948,924,1122,0,1122,2,2,0,528,0,147000
1310,7153,6,5,1991,1278,1294,0,1294,3,3,0,496,112,179200
1311,17500,7,8,1959,1902,1902,0,1902,3,3,2,567,0,335000
1312,8814,7,5,2005,1274,1274,0,1274,3,3,0,508,264,203000
1313,9572,8,5,1990,1453,1453,1357,2810,3,4,1,750,500,302000
1314,14774,9,5,1999,1393,1422,1177,2599,3,4,1,779,668,333168
1315,8190,4,6,1954,948,948,0,948,2,3,1,280,0,119000
1316,11075,6,5,1969,952,1092,1020,2112,3,4,2,576,280,206900
1317,10226,8,5,2008,1622,1630,0,1630,3,3,1,860,172,295493
1318,4230,7,5,2006,1352,1352,0,1352,2,2,1,466,0,208900
1319,14781,8,5,2001,1753,1787,0,1787,2,3,1,748,198,275000
1320,10215,4,5,1954,864,948,0,948,1,3,0,248,0,111000
1321,8400,6,3,1957,1478,1478,0,1478,3,3,2,442,114,156500
1322,6627,3,6,1949,0,720,0,720,1,2,0,287,0,72500
1323,10186,7,5,1992,750,1061,862,1923,4,3,1,564,240,190000
1324,5330,4,7,1940,420,708,0,708,1,2,0,0,164,82500
1325,9986,8,5,2006,1795,1795,0,1795,2,2,1,895,0,147000
1326,3636,4,4,1922,796,796,0,796,1,2,0,0,0,55000
1327,4270,3,6,1931,544,774,0,774,1,3,0,0,0,79000
1328,6600,5,9,1982,816,816,0,816,2,3,1,264,0,130500
1329,10440,6,7,1920,1510,1584,1208,2792,2,5,2,520,0,256000
1330,9084,7,5,1998,935,955,677,1632,3,3,1,462,0,176500
1331,10000,8,5,2006,1588,1588,0,1588,2,3,1,825,144,227000
1332,10780,5,5,1976,911,954,0,954,1,3,0,576,0,132500
1333,8877,4,6,1938,816,816,0,816,2,2,1,288,0,100000
1334,7200,5,6,1938,803,803,557,1360,2,2,0,297,0,125500
1335,2368,5,6,1970,765,765,600,1365,2,3,0,440,0,125000
1336,9650,6,5,1977,1350,1334,0,1334,3,2,1,630,0,167900
1337,9246,5,5,1973,1656,1656,0,1656,2,4,0,506,0,135000
1338,4118,4,4,1941,693,693,0,693,1,2,0,0,0,52500
1339,13450,7,5,2002,916,920,941,1861,4,3,0,492,146,200000
1340,9560,5,7,1972,864,864,0,864,1,3,0,288,0,128500
1341,8294,4,5,1971,858,872,0,872,1,3,0,480,0,123000
1342,13695,6,5,2003,1114,1114,0,1114,2,3,0,576,0,155000
1343,9375,8,5,2002,1284,1284,885,2169,3,3,1,647,192,228500
1344,7558,6,6,1928,896,1172,741,1913,2,3,1,342,0,177000
1345,11103,7,5,2006,728,728,728,1456,3,3,1,440,0,155835
1346,6000,4,4,1920,960,960,0,960,1,2,0,308,0,108500
1347,20781,7,7,1968,1568,2156,0,2156,2,3,1,508,0,262500
1348,15306,8,5,2006,1732,1776,0,1776,3,3,1,712,0,283463
1349,16196,7,5,1998,1482,1494,0,1494,3,3,1,514,402,215000
1350,5250,8,5,1872,684,938,1215,2358,2,4,0,0,0,122000
1351,11643,5,5,1969,1248,1338,1296,2634,6,6,0,968,0,200000
1352,9247,6,6,1962,858,858,858,1716,2,4,1,490,0,171000
1353,6000,6,9,1937,698,786,390,1176,1,2,0,624,210,134900
1354,14720,8,5,1995,2033,2053,1185,3238,4,4,1,666,283,410000
1355,10316,7,5,2000,992,992,873,1865,4,3,1,839,0,235000
1356,10192,7,6,1968,570,1222,698,1920,3,4,1,487,0,170000
1357,9477,5,5,1966,864,892,0,892,1,3,0,264,0,110000
1358,12537,5,6,1971,1078,1078,0,1078,3,3,1,500,0,149900
1359,2117,6,5,2000,756,769,804,1573,3,3,0,440,0,177500
1360,16737,9,5,2004,1980,1980,0,1980,3,3,1,770,194,315000
1361,9842,5,6,1921,612,990,1611,2601,4,4,0,621,183,189000
1362,16158,7,5,2005,1530,1530,0,1530,3,3,1,430,168,260000
1363,12513,4,4,1920,715,1281,457,1738,2,4,1,368,55,104900
1364,8499,6,5,2006,616,616,796,1412,3,3,1,432,0,156932
1365,3180,7,5,2005,600,520,600,1200,3,2,0,480,0,144152
1366,7500,7,5,2000,814,814,860,1674,4,3,0,663,0,216000
1367,9179,7,5,1999,873,882,908,1790,4,3,0,588,0,193000
1368,2665,5,6,1977,757,925,550,1475,2,4,1,336,104,127000
1369,4435,6,5,2003,848,848,0,848,2,1,0,420,140,144000
1370,10635,8,5,2003,1657,1668,0,1668,3,3,1,502,0,232000
1371,5400,4,6,1920,840,840,534,1374,1,2,0,338,0,105000
1372,9600,6,6,1955,992,1661,0,1661,2,3,1,377,0,165500
1373,9750,7,6,1998,1108,1108,989,2097,4,3,1,583,253,274300
1374,11400,10,5,2001,2633,2633,0,2633,4,2,2,804,314,466500
1375,10625,7,5,2005,1026,1026,932,1958,3,3,1,936,154,250000
1376,10991,8,5,2007,1571,1571,0,1571,2,3,1,722,100,239000
1377,6292,6,5,1930,768,790,0,790,1,2,0,160,0,91000
1378,10998,5,5,1941,984,984,620,1604,2,3,0,660,0,117000
1379,1953,6,5,1973,483,483,504,987,2,2,0,264,72,83000
1380,9735,5,5,2006,384,754,640,1394,3,3,0,400,100,167500
1381,8212,3,3,1914,864,864,0,864,2,2,0,200,0,58500
1382,12925,6,7,1970,1205,2117,0,2117,3,4,2,550,0,237500
1383,7200,7,7,1920,596,998,764,1762,3,4,0,576,36,157000
1384,25339,5,7,1918,816,1416,0,1416,2,3,0,576,0,112000
1385,9060,6,5,1939,560,698,560,1258,1,2,0,280,0,105000
1386,5436,4,8,1922,796,796,358,1154,2,3,0,240,0,125500
1387,16692,7,5,1978,1392,1392,1392,2784,5,5,2,564,0,250000
1388,8520,6,7,1916,714,1664,862,2526,2,5,1,216,88,136000
1389,14892,9,5,2006,1746,1746,0,1746,3,3,2,758,201,377500
1390,6000,6,6,1941,735,869,349,1218,2,3,1,440,0,131000
1391,9100,7,5,2000,1525,1525,0,1525,3,3,0,541,219,235000
1392,8944,5,5,1967,1584,1584,0,1584,2,4,0,792,0,124000
1393,7838,5,5,1967,864,900,0,900,2,3,1,288,175,123000
1394,10800,6,7,1905,482,1221,691,1912,2,3,1,672,0,163000
1395,4045,7,5,2006,1356,1500,0,1500,3,2,1,648,161,246578
1396,12665,8,5,2005,1094,1133,1349,2482,3,4,1,642,144,281213
1397,57200,5,5,1948,747,1687,0,1687,2,3,2,572,0,160000
1398,6120,5,8,1920,939,939,574,1513,2,4,0,180,24,137500
1399,7200,5,4,1950,1208,1136,768,1904,3,3,0,240,0,138000
1400,6171,6,6,1925,976,1160,448,1608,3,3,1,216,147,137450
1401,6000,6,7,1929,862,950,208,1158,1,3,1,208,0,120000
1402,7415,6,5,2004,839,864,729,1593,4,3,1,398,100,193000
1403,6762,7,5,2006,1286,1294,0,1294,2,2,1,662,168,193879
1404,15256,8,5,2007,1485,1464,0,1464,3,3,0,754,168,282922
1405,10410,3,4,1915,672,694,520,1214,1,3,0,936,216,105000
1406,3842,8,5,2004,1594,1646,0,1646,4,2,1,482,128,275000
1407,8445,5,7,1972,768,768,0,768,2,2,0,396,58,133000
1408,8780,5,5,1985,833,833,0,833,2,3,0,0,0,112000
1409,7740,4,7,1910,622,741,622,1363,1,3,0,528,0,125500
1410,20544,7,6,1986,791,1236,857,2093,3,3,1,542,364,215000
1411,12420,7,5,2001,944,944,896,1840,4,3,0,622,0,230000
1412,9600,6,8,1950,856,1112,556,1668,2,3,0,271,0,140000
1413,7200,4,5,1949,0,1040,0,1040,2,2,0,420,0,90000
1414,10994,8,5,2005,1844,1844,0,1844,3,2,1,620,165,257000
1415,13053,6,7,1923,833,1053,795,1848,2,4,1,370,0,207000
1416,3635,7,5,2007,1386,1569,0,1569,3,1,1,660,143,175900
1417,11340,4,6,1885,777,1246,1044,2290,2,4,0,560,0,122500
1418,16545,8,5,1998,1284,1310,1140,2450,4,3,1,1069,0,340000
1419,9204,5,5,1963,1144,1144,0,1144,3,3,0,336,0,124000
1420,16381,6,5,1969,1844,1844,0,1844,3,3,1,540,0,223000
1421,11700,6,6,1968,708,708,708,1416,3,3,1,776,0,179900
1422,4043,6,5,1977,1069,1069,0,1069,2,2,1,440,0,127500
1423,4435,6,5,2003,848,848,0,848,2,1,0,420,140,136500
1424,19690,6,7,1966,697,1575,626,2201,2,4,1,432,586,274970
1425,9503,5,5,1958,1024,1344,0,1344,2,2,1,484,316,144000
1426,10721,6,6,1959,1252,1252,0,1252,1,3,0,528,0,142000
1427,10944,7,5,1994,1223,1223,904,2127,4,3,2,525,171,271000
1428,10930,5,6,1945,913,1048,510,1558,3,3,1,288,0,140000
1429,7200,5,7,1940,788,804,0,804,2,2,2,240,0,119000
1430,12546,6,7,1981,1440,1440,0,1440,2,3,1,467,0,182900
1431,21930,5,5,2005,732,734,1104,1838,3,4,1,372,100,192140
1432,4928,6,6,1976,958,958,0,958,2,2,0,440,0,143750
1433,10800,4,6,1927,656,968,0,968,2,4,0,216,0,64500
1434,10261,6,5,2000,936,962,830,1792,4,3,1,451,0,186500
1435,17400,5,5,1977,1126,1126,0,1126,3,3,1,484,295,160000
1436,8400,6,9,1962,1319,1537,0,1537,3,3,1,462,0,174000
1437,9000,4,6,1971,864,864,0,864,1,3,0,528,0,120500
1438,12444,8,5,2008,1932,1932,0,1932,3,2,1,774,0,394617
1439,7407,6,7,1957,912,1236,0,1236,2,2,0,923,0,149700
1440,11584,7,6,1979,539,1040,685,1725,3,3,1,550,0,197000
1441,11526,6,7,1922,588,1423,748,2555,2,3,1,672,431,191000
1442,4426,6,5,2004,848,848,0,848,2,1,1,420,149,149300
1443,11003,10,5,2008,1017,1026,981,2007,4,3,1,812,168,310000
1444,8854,6,6,1916,952,952,0,952,1,2,1,192,0,121000
1445,8500,7,5,2004,1422,1422,0,1422,2,3,0,626,192,179600
1446,8400,6,5,1966,814,913,0,913,2,3,0,240,0,129000
1447,26142,5,7,1962,1188,1188,0,1188,1,3,0,312,261,157900
1448,10000,8,5,1995,1220,1220,870,2090,4,3,1,556,0,240000
1449,11767,4,7,1910,560,796,550,1346,2,2,0,384,168,112000
1450,1533,5,7,1970,630,630,0,630,2,1,0,0,0,92000
1451,9000,5,5,1974,896,896,896,1792,4,4,0,0,32,136000
1452,9262,8,5,2008,1573,1578,0,1578,2,3,1,840,0,287090
1453,3675,5,5,2005,547,1072,0,1072,2,2,0,525,0,145000
1454,17217,5,5,2006,1140,1140,0,1140,1,3,0,0,36,84500
1455,7500,7,5,2004,1221,1221,0,1221,3,2,0,400,0,185000
1456,7917,6,5,1999,953,953,694,1647,3,3,1,460,0,175000
1457,13175,6,6,1978,1542,2073,0,2073,3,3,2,500,349,210000
1458,9042,7,9,1941,1152,1188,1152,2340,2,4,2,252,0,266500
1459,9717,5,6,1950,1078,1078,0,1078,2,2,0,240,366,142125
1460,9937,5,6,1965,1256,1256,0,1256,3,3,0,276,736,147500
